#WLS Emission Spectrum
461.8596, 0.0144
462.3999, 0.0195
462.9403, 0.0246
462.393, 0.0449
462.9346, 0.0449
463.4751, 0.05
464.014, 0.0602
464.5544, 0.0653
465.0919, 0.0805
465.6309, 0.0907
466.1671, 0.111
466.7061, 0.1212
467.2423, 0.1416
467.7771, 0.167
468.3119, 0.1924
468.8481, 0.2127
469.3885, 0.2178
469.9233, 0.2433
470.4581, 0.2687
470.9929, 0.2941
471.5291, 0.3144
472.0653, 0.3348
472.6002, 0.3602
473.135, 0.3856
473.6684, 0.4161
474.2074, 0.4263
474.7422, 0.4517
475.277, 0.4771
475.8119, 0.5026
476.3495, 0.5178
476.8883, 0.528
477.426, 0.5432
477.9636, 0.5585
478.5011, 0.5737
479.0387, 0.589
479.5763, 0.6042
480.1153, 0.6143
480.6515, 0.6348
481.1904, 0.6449
481.728, 0.6602
482.2656, 0.6755
482.8032, 0.6907
483.3407, 0.706
483.8797, 0.7161
484.4159, 0.7365
484.9521, 0.7568
485.4883, 0.7772
486.0245, 0.7974
486.5621, 0.8128
487.0983, 0.8331
487.6345, 0.8534
488.1707, 0.8738
488.7109, 0.8789
489.2472, 0.8992
489.7848, 0.9144
490.3224, 0.9297
490.8614, 0.9399
491.4003, 0.9501
491.9393, 0.9602
492.4796, 0.9653
493.0199, 0.9704
493.5603, 0.9755
494.1006, 0.9806
494.6409, 0.9857
495.1826, 0.9857
495.7229, 0.9908
496.2661, 0.9857
496.8091, 0.9806
497.3522, 0.9756
497.8953, 0.9705
498.4384, 0.9654
498.9815, 0.9603
499.5246, 0.9553
500.0677, 0.9502
500.6107, 0.9451
501.1566, 0.9299
501.6997, 0.9247
502.2524, 0.8841
502.7982, 0.8689
503.3427, 0.8588
503.8885, 0.8435
504.4358, 0.8232
504.9843, 0.7978
505.5343, 0.7673
506.0788, 0.757
506.626, 0.7368
507.1773, 0.7013
507.7273, 0.6707
508.2704, 0.6657
508.8176, 0.6454
509.3648, 0.625
509.9106, 0.6098
510.4565, 0.5946
511.001, 0.5844
511.5468, 0.5692
512.0954, 0.5438
512.6399, 0.5335
513.1843, 0.5234
513.7274, 0.5184
514.2705, 0.5133
514.8176, 0.4929
515.3622, 0.4828
515.9053, 0.4778
516.4484, 0.4727
516.9914, 0.4676
517.5373, 0.4524
518.0817, 0.4422
518.6235, 0.4422
519.1665, 0.4371
519.7124, 0.4219
520.2555, 0.4168
520.7986, 0.4118
521.3403, 0.4118
521.882, 0.4118
522.4251, 0.4067
522.9681, 0.4016
523.5126, 0.3915
524.0557, 0.3864
524.5988, 0.3813
525.1405, 0.3813
525.6822, 0.3813
526.2253, 0.3763
526.7684, 0.3712
527.3115, 0.366
527.8545, 0.361
528.3976, 0.3559
528.9407, 0.3509
529.4838, 0.3458
530.0269, 0.3407
530.5699, 0.3357
531.1131, 0.3306
531.6561, 0.3255
532.1992, 0.3204
532.7409, 0.3204
533.284, 0.3154
533.8256, 0.3154
534.3688, 0.3103
534.9104, 0.3103
535.4536, 0.3052
535.9952, 0.3053
536.5384, 0.3002
537.0801, 0.3002
537.6232, 0.2951
538.1663, 0.29
538.7094, 0.285
539.2511, 0.285
539.7942, 0.2799
540.3373, 0.2748
540.879, 0.2748
541.4221, 0.2698
541.9651, 0.2647
542.5082, 0.2596
543.0499, 0.2596
543.593, 0.2545
544.136, 0.2495
544.6778, 0.2495
545.2209, 0.2444
545.7626, 0.2444
546.3057, 0.2393
546.8474, 0.2393
547.3905, 0.2343
547.9322, 0.2343
548.4753, 0.2292
549.017, 0.2292
549.5601, 0.2241
550.1018, 0.2241
550.6449, 0.2191
551.1865, 0.2191
551.7297, 0.214
552.2728, 0.2089
552.8159, 0.2039
553.3576, 0.2039
553.9007, 0.1988
554.4437, 0.1937
554.9868, 0.1886
555.5299, 0.1836
556.073, 0.1785
556.616, 0.1734
557.1592, 0.1683
557.7023, 0.1633
558.244, 0.1633
558.7871, 0.1582
559.3301, 0.1531
559.8732, 0.1481
560.4163, 0.143
560.9594, 0.1379
561.5011, 0.1379
562.0442, 0.1328
562.5873, 0.1278
563.129, 0.1278
563.6721, 0.1227
564.2152, 0.1176
564.7569, 0.1176
565.2986, 0.1176
565.8403, 0.1176
566.3834, 0.1126
566.9264, 0.1075
567.4682, 0.1075
568.0113, 0.1024
568.553, 0.1024
569.0947, 0.1025
569.6378, 0.0974
570.1795, 0.0974
570.7226, 0.0923
571.2643, 0.0923
571.806, 0.0923
572.3491, 0.0873
572.8921, 0.0822
573.4339, 0.0822
573.9769, 0.0771
574.5187, 0.0771
575.0617, 0.072
575.6035, 0.0721
576.1452, 0.0721
576.6882, 0.067
577.23, 0.067
577.773, 0.0619
578.3161, 0.0568
578.8578, 0.0569
579.4009, 0.0518
579.9426, 0.0518
580.4857, 0.0467
581.0274, 0.0467
581.5705, 0.0417
582.1136, 0.0366
582.6553, 0.0366
583.1984, 0.0315
583.7401, 0.0315
584.2818, 0.0315
584.8249, 0.0265
585.3666, 0.0265
585.9083, 0.0265
586.45, 0.0265
586.9931, 0.0214
587.5348, 0.0214
588.0779, 0.0163
588.6196, 0.0163
589.1613, 0.0164
589.7029, 0.0164
590.2461, 0.0113
590.7877, 0.0113
